"","Quarter","Region","State","Purpose","Trips"
"19811",2010-07-01,"Sunshine Coast","Queensland","Business",54.9941058
"19812",2010-10-01,"Sunshine Coast","Queensland","Business",81.4393963
"19813",2011-01-01,"Sunshine Coast","Queensland","Business",50.6317507
"19814",2011-04-01,"Sunshine Coast","Queensland","Business",81.4861138
"19815",2011-07-01,"Sunshine Coast","Queensland","Business",62.5680672
"19816",2011-10-01,"Sunshine Coast","Queensland","Business",55.2276661
"19817",2012-01-01,"Sunshine Coast","Queensland","Business",41.5586845
"19818",2012-04-01,"Sunshine Coast","Queensland","Business",45.3323863
"19819",2012-07-01,"Sunshine Coast","Queensland","Business",22.0320127
"19820",2012-10-01,"Sunshine Coast","Queensland","Business",27.2913418
"19821",2013-01-01,"Sunshine Coast","Queensland","Business",39.5612316
"19822",2013-04-01,"Sunshine Coast","Queensland","Business",25.2197585
"19823",2013-07-01,"Sunshine Coast","Queensland","Business",41.3292278
"19824",2013-10-01,"Sunshine Coast","Queensland","Business",16.75017
"19825",2014-01-01,"Sunshine Coast","Queensland","Business",49.454284
"19826",2014-04-01,"Sunshine Coast","Queensland","Business",52.5835662
"19827",2014-07-01,"Sunshine Coast","Queensland","Business",39.7555758
"19828",2014-10-01,"Sunshine Coast","Queensland","Business",59.1806525
"19829",2015-01-01,"Sunshine Coast","Queensland","Business",38.5438827
"19830",2015-04-01,"Sunshine Coast","Queensland","Business",65.1404582
"19831",2015-07-01,"Sunshine Coast","Queensland","Business",67.1733984
"19832",2015-10-01,"Sunshine Coast","Queensland","Business",39.0652862
"19833",2016-01-01,"Sunshine Coast","Queensland","Business",53.0924985
"19834",2016-04-01,"Sunshine Coast","Queensland","Business",64.1022558
"19835",2016-07-01,"Sunshine Coast","Queensland","Business",52.0847389
"19836",2016-10-01,"Sunshine Coast","Queensland","Business",57.5138691
"19837",1998-01-01,"Sunshine Coast","Queensland","Holiday",485.173433
"19838",1998-04-01,"Sunshine Coast","Queensland","Holiday",361.357044
"19839",1998-07-01,"Sunshine Coast","Queensland","Holiday",367.6932251
"19840",1998-10-01,"Sunshine Coast","Queensland","Holiday",448.6990558
"19841",1999-01-01,"Sunshine Coast","Queensland","Holiday",535.4790627
"19842",1999-04-01,"Sunshine Coast","Queensland","Holiday",346.7095587
"19843",1999-07-01,"Sunshine Coast","Queensland","Holiday",385.0455616
"19844",1999-10-01,"Sunshine Coast","Queensland","Holiday",435.0684572
"19845",2000-01-01,"Sunshine Coast","Queensland","Holiday",573.4922117
"19846",2000-04-01,"Sunshine Coast","Queensland","Holiday",435.4051118
"19847",2000-07-01,"Sunshine Coast","Queensland","Holiday",350.1443333
"19848",2000-10-01,"Sunshine Coast","Queensland","Holiday",436.2818457
"19849",2001-01-01,"Sunshine Coast","Queensland","Holiday",455.1512964
"19850",2001-04-01,"Sunshine Coast","Queensland","Holiday",353.6448493
"19851",2001-07-01,"Sunshine Coast","Queensland","Holiday",428.6646093
"19852",2001-10-01,"Sunshine Coast","Queensland","Holiday",396.9495904
"19853",2002-01-01,"Sunshine Coast","Queensland","Holiday",511.5149864
"19854",2002-04-01,"Sunshine Coast","Queensland","Holiday",380.0237379
"19855",2002-07-01,"Sunshine Coast","Queensland","Holiday",486.1330127
"19856",2002-10-01,"Sunshine Coast","Queensland","Holiday",495.4219952
"19857",2003-01-01,"Sunshine Coast","Queensland","Holiday",499.4310901
"19858",2003-04-01,"Sunshine Coast","Queensland","Holiday",418.6595224
"19859",2003-07-01,"Sunshine Coast","Queensland","Holiday",379.77968
"19860",2003-10-01,"Sunshine Coast","Queensland","Holiday",433.8502137
"19861",2004-01-01,"Sunshine Coast","Queensland","Holiday",448.9940542
"19862",2004-04-01,"Sunshine Coast","Queensland","Holiday",447.5389251
"19863",2004-07-01,"Sunshine Coast","Queensland","Holiday",473.1591145
"19864",2004-10-01,"Sunshine Coast","Queensland","Holiday",396.9481151
"19865",2005-01-01,"Sunshine Coast","Queensland","Holiday",617.475974
"19866",2005-04-01,"Sunshine Coast","Queensland","Holiday",367.9985842
"19867",2005-07-01,"Sunshine Coast","Queensland","Holiday",378.2583023
"19868",2005-10-01,"Sunshine Coast","Queensland","Holiday",467.088273
"19869",2006-01-01,"Sunshine Coast","Queensland","Holiday",439.434007
"19870",2006-04-01,"Sunshine Coast","Queensland","Holiday",370.789889
"19871",2006-07-01,"Sunshine Coast","Queensland","Holiday",372.730314
"19872",2006-10-01,"Sunshine Coast","Queensland","Holiday",468.612552
"19873",2007-01-01,"Sunshine Coast","Queensland","Holiday",547.6260804
"19874",2007-04-01,"Sunshine Coast","Queensland","Holiday",459.9331618
"19875",2007-07-01,"Sunshine Coast","Queensland","Holiday",373.9078063
"19876",2007-10-01,"Sunshine Coast","Queensland","Holiday",367.7791144
"19877",2008-01-01,"Sunshine Coast","Queensland","Holiday",612.5330562
"19878",2008-04-01,"Sunshine Coast","Queensland","Holiday",398.2253257
"19879",2008-07-01,"Sunshine Coast","Queensland","Holiday",412.9544342
"19880",2008-10-01,"Sunshine Coast","Queensland","Holiday",361.7949523
"19881",2009-01-01,"Sunshine Coast","Queensland","Holiday",529.4267094
"19882",2009-04-01,"Sunshine Coast","Queensland","Holiday",374.6391367
"19883",2009-07-01,"Sunshine Coast","Queensland","Holiday",408.0488072
"19884",2009-10-01,"Sunshine Coast","Queensland","Holiday",436.0502279
"19885",2010-01-01,"Sunshine Coast","Queensland","Holiday",376.6824056
"19886",2010-04-01,"Sunshine Coast","Queensland","Holiday",304.5396563
"19887",2010-07-01,"Sunshine Coast","Queensland","Holiday",480.1521007
"19888",2010-10-01,"Sunshine Coast","Queensland","Holiday",421.9938529
"19889",2011-01-01,"Sunshine Coast","Queensland","Holiday",422.3262518
"19890",2011-04-01,"Sunshine Coast","Queensland","Holiday",304.5046241
"19891",2011-07-01,"Sunshine Coast","Queensland","Holiday",337.5504148
"19892",2011-10-01,"Sunshine Coast","Queensland","Holiday",455.6976898
"19893",2012-01-01,"Sunshine Coast","Queensland","Holiday",462.9719005
"19894",2012-04-01,"Sunshine Coast","Queensland","Holiday",365.6248545
"19895",2012-07-01,"Sunshine Coast","Queensland","Holiday",429.7351477
"19896",2012-10-01,"Sunshine Coast","Queensland","Holiday",483.5388497
"19897",2013-01-01,"Sunshine Coast","Queensland","Holiday",480.8887243
"19898",2013-04-01,"Sunshine Coast","Queensland","Holiday",326.0374481
"19899",2013-07-01,"Sunshine Coast","Queensland","Holiday",319.3105011
"19900",2013-10-01,"Sunshine Coast","Queensland","Holiday",453.1582659
"19901",2014-01-01,"Sunshine Coast","Queensland","Holiday",444.490778
"19902",2014-04-01,"Sunshine Coast","Queensland","Holiday",348.9514062
"19903",2014-07-01,"Sunshine Coast","Queensland","Holiday",376.9498588
"19904",2014-10-01,"Sunshine Coast","Queensland","Holiday",371.1923201
"19905",2015-01-01,"Sunshine Coast","Queensland","Holiday",496.219984
"19906",2015-04-01,"Sunshine Coast","Queensland","Holiday",342.2641843
"19907",2015-07-01,"Sunshine Coast","Queensland","Holiday",400.0856031
"19908",2015-10-01,"Sunshine Coast","Queensland","Holiday",445.3048288
"19909",2016-01-01,"Sunshine Coast","Queensland","Holiday",528.8863892
"19910",2016-04-01,"Sunshine Coast","Queensland","Holiday",448.4632663
"19911",2016-07-01,"Sunshine Coast","Queensland","Holiday",502.3563916
"19912",2016-10-01,"Sunshine Coast","Queensland","Holiday",464.5723457
"19913",1998-01-01,"Sunshine Coast","Queensland","Other",9.0226254
"19914",1998-04-01,"Sunshine Coast","Queensland","Other",6.034006
"19915",1998-07-01,"Sunshine Coast","Queensland","Other",11.1725205
"19916",1998-10-01,"Sunshine Coast","Queensland","Other",29.9728667
"19917",1999-01-01,"Sunshine Coast","Queensland","Other",18.3863048
"19918",1999-04-01,"Sunshine Coast","Queensland","Other",4.4151398
"19919",1999-07-01,"Sunshine Coast","Queensland","Other",14.1746995
"19920",1999-10-01,"Sunshine Coast","Queensland","Other",2.4749092
"19921",2000-01-01,"Sunshine Coast","Queensland","Other",4.622876
"19922",2000-04-01,"Sunshine Coast","Queensland","Other",7.2765191
"19923",2000-07-01,"Sunshine Coast","Queensland","Other",5.6429546
"19924",2000-10-01,"Sunshine Coast","Queensland","Other",11.5985833
"19925",2001-01-01,"Sunshine Coast","Queensland","Other",11.3390192
"19926",2001-04-01,"Sunshine Coast","Queensland","Other",25.9475485
"19927",2001-07-01,"Sunshine Coast","Queensland","Other",3.1466249
"19928",2001-10-01,"Sunshine Coast","Queensland","Other",19.0246162
"19929",2002-01-01,"Sunshine Coast","Queensland","Other",17.2471797
"19930",2002-04-01,"Sunshine Coast","Queensland","Other",7.0334252
"19931",2002-07-01,"Sunshine Coast","Queensland","Other",14.9984964
"19932",2002-10-01,"Sunshine Coast","Queensland","Other",30.6343569
"19933",2003-01-01,"Sunshine Coast","Queensland","Other",17.1330509
"19934",2003-04-01,"Sunshine Coast","Queensland","Other",10.87133
"19935",2003-07-01,"Sunshine Coast","Queensland","Other",3.1537361
"19936",2003-10-01,"Sunshine Coast","Queensland","Other",7.2680967
"19937",2004-01-01,"Sunshine Coast","Queensland","Other",17.0900126
"19938",2004-04-01,"Sunshine Coast","Queensland","Other",27.2277577
"19939",2004-07-01,"Sunshine Coast","Queensland","Other",10.2289889
"19940",2004-10-01,"Sunshine Coast","Queensland","Other",10.3304093
"19941",2005-01-01,"Sunshine Coast","Queensland","Other",10.5626107
"19942",2005-04-01,"Sunshine Coast","Queensland","Other",20.4444805
"19943",2005-07-01,"Sunshine Coast","Queensland","Other",2.7160571
"19944",2005-10-01,"Sunshine Coast","Queensland","Other",19.6497993
"19945",2006-01-01,"Sunshine Coast","Queensland","Other",1.300212
"19946",2006-04-01,"Sunshine Coast","Queensland","Other",6.780724
"19947",2006-07-01,"Sunshine Coast","Queensland","Other",7.552328
"19948",2006-10-01,"Sunshine Coast","Queensland","Other",6.911619
"19949",2007-01-01,"Sunshine Coast","Queensland","Other",14.6952405
"19950",2007-04-01,"Sunshine Coast","Queensland","Other",27.2060416
"19951",2007-07-01,"Sunshine Coast","Queensland","Other",39.5873843
"19952",2007-10-01,"Sunshine Coast","Queensland","Other",10.3683987
"19953",2008-01-01,"Sunshine Coast","Queensland","Other",20.3577183
"19954",2008-04-01,"Sunshine Coast","Queensland","Other",3.4793632
"19955",2008-07-01,"Sunshine Coast","Queensland","Other",3.2073464
"19956",2008-10-01,"Sunshine Coast","Queensland","Other",6.4741848
"19957",2009-01-01,"Sunshine Coast","Queensland","Other",27.1522586
"19958",2009-04-01,"Sunshine Coast","Queensland","Other",8.6449942
"19959",2009-07-01,"Sunshine Coast","Queensland","Other",14.2559137
"19960",2009-10-01,"Sunshine Coast","Queensland","Other",23.978323
"19961",2010-01-01,"Sunshine Coast","Queensland","Other",6.3975975
"19962",2010-04-01,"Sunshine Coast","Queensland","Other",9.4981374
"19963",2010-07-01,"Sunshine Coast","Queensland","Other",31.4906651
"19964",2010-10-01,"Sunshine Coast","Queensland","Other",22.6769393
"19965",2011-01-01,"Sunshine Coast","Queensland","Other",20.0190355
"19966",2011-04-01,"Sunshine Coast","Queensland","Other",35.5381843
"19967",2011-07-01,"Sunshine Coast","Queensland","Other",21.7596408
"19968",2011-10-01,"Sunshine Coast","Queensland","Other",14.3332422
"19969",2012-01-01,"Sunshine Coast","Queensland","Other",25.249068
"19970",2012-04-01,"Sunshine Coast","Queensland","Other",16.5148965
"19971",2012-07-01,"Sunshine Coast","Queensland","Other",26.2574015
"19972",2012-10-01,"Sunshine Coast","Queensland","Other",21.6450964
"19973",2013-01-01,"Sunshine Coast","Queensland","Other",11.835207
"19974",2013-04-01,"Sunshine Coast","Queensland","Other",26.1792766
"19975",2013-07-01,"Sunshine Coast","Queensland","Other",23.6866973
"19976",2013-10-01,"Sunshine Coast","Queensland","Other",49.0826148
"19977",2014-01-01,"Sunshine Coast","Queensland","Other",8.8230191
"19978",2014-04-01,"Sunshine Coast","Queensland","Other",33.5542302
"19979",2014-07-01,"Sunshine Coast","Queensland","Other",24.5116552
"19980",2014-10-01,"Sunshine Coast","Queensland","Other",36.9992168
"19981",2015-01-01,"Sunshine Coast","Queensland","Other",17.1407367
"19982",2015-04-01,"Sunshine Coast","Queensland","Other",15.5700928
"19983",2015-07-01,"Sunshine Coast","Queensland","Other",15.728856
"19984",2015-10-01,"Sunshine Coast","Queensland","Other",12.445654
"19985",2016-01-01,"Sunshine Coast","Queensland","Other",24.0365447
"19986",2016-04-01,"Sunshine Coast","Queensland","Other",27.0929123
"19987",2016-07-01,"Sunshine Coast","Queensland","Other",32.1509569
"19988",2016-10-01,"Sunshine Coast","Queensland","Other",57.885002
"19989",1998-01-01,"Sunshine Coast","Queensland","Visiting",183.5730108
"19990",1998-04-01,"Sunshine Coast","Queensland","Visiting",194.8078602
"19991",1998-07-01,"Sunshine Coast","Queensland","Visiting",172.6220082
"19992",1998-10-01,"Sunshine Coast","Queensland","Visiting",179.5207061
"19993",1999-01-01,"Sunshine Coast","Queensland","Visiting",233.5844812
"19994",1999-04-01,"Sunshine Coast","Queensland","Visiting",221.2913774
"19995",1999-07-01,"Sunshine Coast","Queensland","Visiting",201.8921656
"19996",1999-10-01,"Sunshine Coast","Queensland","Visiting",146.7664587
"19997",2000-01-01,"Sunshine Coast","Queensland","Visiting",155.93801
"19998",2000-04-01,"Sunshine Coast","Queensland","Visiting",188.3066558
"19999",2000-07-01,"Sunshine Coast","Queensland","Visiting",157.5977333
"20000",2000-10-01,"Sunshine Coast","Queensland","Visiting",231.0498064
"20001",2001-01-01,"Sunshine Coast","Queensland","Visiting",157.5001484
"20002",2001-04-01,"Sunshine Coast","Queensland","Visiting",124.5806296
"20003",2001-07-01,"Sunshine Coast","Queensland","Visiting",189.2863748
"20004",2001-10-01,"Sunshine Coast","Queensland","Visiting",182.3185203
"20005",2002-01-01,"Sunshine Coast","Queensland","Visiting",198.1666194
"20006",2002-04-01,"Sunshine Coast","Queensland","Visiting",163.2770652
"20007",2002-07-01,"Sunshine Coast","Queensland","Visiting",205.8707818
"20008",2002-10-01,"Sunshine Coast","Queensland","Visiting",239.3955586
"20009",2003-01-01,"Sunshine Coast","Queensland","Visiting",145.7762438
"20010",2003-04-01,"Sunshine Coast","Queensland","Visiting",219.9296565
"20011",2003-07-01,"Sunshine Coast","Queensland","Visiting",216.2383628
"20012",2003-10-01,"Sunshine Coast","Queensland","Visiting",216.8129797
"20013",2004-01-01,"Sunshine Coast","Queensland","Visiting",216.9903953
"20014",2004-04-01,"Sunshine Coast","Queensland","Visiting",219.6445636
"20015",2004-07-01,"Sunshine Coast","Queensland","Visiting",252.7506104
"20016",2004-10-01,"Sunshine Coast","Queensland","Visiting",273.1361227
"20017",2005-01-01,"Sunshine Coast","Queensland","Visiting",358.0294067
"20018",2005-04-01,"Sunshine Coast","Queensland","Visiting",276.334597
"20019",2005-07-01,"Sunshine Coast","Queensland","Visiting",151.7562005
"20020",2005-10-01,"Sunshine Coast","Queensland","Visiting",240.5969554
"20021",2006-01-01,"Sunshine Coast","Queensland","Visiting",237.396203
"20022",2006-04-01,"Sunshine Coast","Queensland","Visiting",249.291377
"20023",2006-07-01,"Sunshine Coast","Queensland","Visiting",169.137852
"20024",2006-10-01,"Sunshine Coast","Queensland","Visiting",191.770267
"20025",2007-01-01,"Sunshine Coast","Queensland","Visiting",250.8307771
"20026",2007-04-01,"Sunshine Coast","Queensland","Visiting",262.8318243
"20027",2007-07-01,"Sunshine Coast","Queensland","Visiting",262.9041909
"20028",2007-10-01,"Sunshine Coast","Queensland","Visiting",257.0166362
"20029",2008-01-01,"Sunshine Coast","Queensland","Visiting",238.4428659
"20030",2008-04-01,"Sunshine Coast","Queensland","Visiting",186.8216709
"20031",2008-07-01,"Sunshine Coast","Queensland","Visiting",201.4901888
"20032",2008-10-01,"Sunshine Coast","Queensland","Visiting",184.5624335
"20033",2009-01-01,"Sunshine Coast","Queensland","Visiting",212.2446842
"20034",2009-04-01,"Sunshine Coast","Queensland","Visiting",192.1636223
"20035",2009-07-01,"Sunshine Coast","Queensland","Visiting",187.6660279
"20036",2009-10-01,"Sunshine Coast","Queensland","Visiting",198.251928
"20037",2010-01-01,"Sunshine Coast","Queensland","Visiting",199.5868873
"20038",2010-04-01,"Sunshine Coast","Queensland","Visiting",208.6032003
"20039",2010-07-01,"Sunshine Coast","Queensland","Visiting",191.6370927
"20040",2010-10-01,"Sunshine Coast","Queensland","Visiting",237.2096604
"20041",2011-01-01,"Sunshine Coast","Queensland","Visiting",160.7403856
"20042",2011-04-01,"Sunshine Coast","Queensland","Visiting",208.8497716
"20043",2011-07-01,"Sunshine Coast","Queensland","Visiting",248.4786027
"20044",2011-10-01,"Sunshine Coast","Queensland","Visiting",254.9011753
"20045",2012-01-01,"Sunshine Coast","Queensland","Visiting",228.2487036
"20046",2012-04-01,"Sunshine Coast","Queensland","Visiting",221.4049893
"20047",2012-07-01,"Sunshine Coast","Queensland","Visiting",148.9733353
"20048",2012-10-01,"Sunshine Coast","Queensland","Visiting",230.9129167
"20049",2013-01-01,"Sunshine Coast","Queensland","Visiting",159.811278
"20050",2013-04-01,"Sunshine Coast","Queensland","Visiting",211.9213666
"20051",2013-07-01,"Sunshine Coast","Queensland","Visiting",204.2131508
"20052",2013-10-01,"Sunshine Coast","Queensland","Visiting",222.1083481
"20053",2014-01-01,"Sunshine Coast","Queensland","Visiting",267.1941825
